iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
DEU,Europe,Germany,29-04-2020,157641,1304,6115,202,1881.518,15.564,72.985,2.411,,,,,49713,0.593,tests performed,73.15,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,30-04-2020,159119,1478,6288,173,1899.159,17.641,75.05,2.065,,,,,48956,0.584,tests performed,73.15,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,01-05-2020,159119,0,6288,0,1899.159,0,75.05,0,,,,,48198,0.575,tests performed,73.15,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,02-05-2020,161703,2584,6575,287,1930,30.841,78.476,3.425,,,,,47441,0.566,tests performed,73.15,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,03-05-2020,162496,793,6649,74,1939.465,9.465,79.359,0.883,2773432,,33.102,,46684,0.557,tests performed,73.15,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,04-05-2020,163175,679,6692,43,1947.569,8.104,79.872,0.513,,,,,48257,0.576,tests performed,68.06,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,05-05-2020,163860,685,6831,139,1955.745,8.176,81.531,1.659,,,,,49830,0.595,tests performed,68.06,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,06-05-2020,164897,1037,6996,165,1968.122,12.377,83.5,1.969,,,,,51404,0.614,tests performed,62.5,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,07-05-2020,166091,1194,7119,123,1982.373,14.251,84.969,1.468,,,,,52977,0.632,tests performed,60.65,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,08-05-2020,167300,1209,7266,147,1996.803,14.43,86.723,1.755,,,,,54550,0.651,tests performed,64.35,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,09-05-2020,168551,1251,7369,103,2011.734,14.931,87.952,1.229,,,,,56123,0.67,tests performed,64.35,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,10-05-2020,169218,667,7395,26,2019.695,7.961,88.263,0.31,3177307,,37.923,,57696,0.689,tests performed,64.35,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,11-05-2020,169575,357,7417,22,2023.956,4.261,88.525,0.263,,,,,58284,0.696,tests performed,64.35,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,12-05-2020,170508,933,7533,116,2035.092,11.136,89.91,1.385,,,,,58872,0.703,tests performed,64.35,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,13-05-2020,171306,798,7634,101,2044.616,9.524,91.115,1.205,,,,,59459,0.71,tests performed,64.35,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,14-05-2020,172239,933,7723,89,2055.752,11.136,92.178,1.062,,,,,60047,0.717,tests performed,64.35,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,15-05-2020,173152,913,7824,101,2066.649,10.897,93.383,1.205,,,,,60634,0.724,tests performed,64.35,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,16-05-2020,173772,620,7881,57,2074.049,7.4,94.063,0.68,,,,,61222,0.731,tests performed,61.57,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,17-05-2020,174355,583,7914,33,2081.007,6.958,94.457,0.394,3609973,,43.087,,61809,0.738,tests performed,61.57,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,18-05-2020,174697,342,7935,21,2085.089,4.082,94.708,0.251,,,,,60193,0.718,tests performed,62.96,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,19-05-2020,175210,513,8007,72,2091.212,6.123,95.567,0.859,,,,,58577,0.699,tests performed,52.78,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,20-05-2020,176007,797,8090,83,2100.725,9.513,96.558,0.991,,,,,56961,0.68,tests performed,52.78,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,21-05-2020,176752,745,8147,57,2109.617,8.892,97.238,0.68,,,,,55344,0.661,tests performed,52.78,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,22-05-2020,177212,460,8174,27,2115.107,5.49,97.56,0.322,,,,,53728,0.641,tests performed,52.78,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,23-05-2020,177850,638,8216,42,2122.722,7.615,98.062,0.501,,,,,52112,0.622,tests performed,52.78,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,24-05-2020,178281,431,8247,31,2127.866,5.144,98.432,0.37,3963440,,47.305,,50495,0.603,tests performed,52.78,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,25-05-2020,178570,289,8257,10,2131.315,3.449,98.551,0.119,,,,,51552,0.615,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,26-05-2020,179002,432,8302,45,2136.471,5.156,99.088,0.537,,,,,52610,0.628,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,27-05-2020,179364,362,8349,47,2140.792,4.321,99.649,0.561,,,,,53667,0.641,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,28-05-2020,179717,353,8411,62,2145.005,4.213,100.389,0.74,,,,,54724,0.653,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,29-05-2020,180458,741,8450,39,2153.849,8.844,100.855,0.465,,,,,55781,0.666,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,30-05-2020,181196,738,8489,39,2162.658,8.808,101.32,0.465,,,,,56838,0.678,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,31-05-2020,181482,286,8500,11,2166.071,3.414,101.451,0.131,4368709,,52.143,,57896,0.691,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,01-06-2020,181815,333,8511,11,2170.046,3.975,101.583,0.131,,,,,56584,0.675,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,02-06-2020,182028,213,8522,11,2172.588,2.542,101.714,0.131,,,,,55272,0.66,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,03-06-2020,182370,342,8551,29,2176.67,4.082,102.06,0.346,,,,,53960,0.644,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,04-06-2020,182764,394,8581,30,2181.373,4.703,102.418,0.358,,,,,52648,0.628,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,05-06-2020,183271,507,8613,32,2187.424,6.051,102.8,0.382,,,,,51336,0.613,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,06-06-2020,183678,407,8646,33,2192.282,4.858,103.194,0.394,,,,,50024,0.597,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,07-06-2020,183979,301,8668,22,2195.874,3.593,103.457,0.263,4709695,,56.212,,48712,0.581,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,08-06-2020,184193,214,8674,6,2198.428,2.554,103.528,0.072,,,,,48395,0.578,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,09-06-2020,184543,350,8711,37,2202.606,4.177,103.97,0.442,,,,,48077,0.574,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,10-06-2020,184861,318,8729,18,2206.401,3.795,104.185,0.215,,,,,47760,0.57,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,11-06-2020,185416,555,8755,26,2213.025,6.624,104.495,0.31,,,,,47442,0.566,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,12-06-2020,185674,258,8763,8,2216.105,3.079,104.59,0.095,,,,,47125,0.562,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,13-06-2020,186022,348,8781,18,2220.258,4.154,104.805,0.215,,,,,46807,0.559,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,14-06-2020,186269,247,8787,6,2223.206,2.948,104.877,0.072,5035125,,60.097,,46490,0.555,tests performed,50,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,15-06-2020,186461,192,8791,4,2225.498,2.292,104.925,0.048,,,,,47653,0.569,tests performed,44.44,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,16-06-2020,186839,378,8800,9,2230.01,4.512,105.032,0.107,,,,,48815,0.583,tests performed,44.44,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,17-06-2020,187184,345,8830,30,2234.127,4.118,105.39,0.358,,,,,49978,0.597,tests performed,44.44,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,18-06-2020,187764,580,8856,26,2241.05,6.923,105.7,0.31,,,,,51140,0.61,tests performed,48.15,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,19-06-2020,188534,770,8872,16,2250.24,9.19,105.891,0.191,,,,,52303,0.624,tests performed,48.15,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,20-06-2020,189135,601,8882,10,2257.413,7.173,106.011,0.119,,,,,53466,0.638,tests performed,48.15,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,21-06-2020,189822,687,8882,0,2265.613,8.2,106.011,0,5417522,,64.661,,54628,0.652,tests performed,48.15,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,22-06-2020,190359,537,8885,3,2272.022,6.409,106.047,0.036,,,,,56131,0.67,tests performed,48.15,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,23-06-2020,190862,503,8895,10,2278.026,6.004,106.166,0.119,,,,,57634,0.688,tests performed,48.15,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,24-06-2020,191449,587,8914,19,2285.032,7.006,106.393,0.227,,,,,59137,0.706,tests performed,48.15,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,25-06-2020,192079,630,8927,13,2292.551,7.519,106.548,0.155,,,,,60640,0.724,tests performed,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,26-06-2020,192556,477,8948,21,2298.245,5.693,106.799,0.251,,,,,62143,0.742,tests performed,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,27-06-2020,193243,687,8954,6,2306.444,8.2,106.87,0.072,,,,,63646,0.76,tests performed,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,28-06-2020,193499,256,8957,3,2309.5,3.055,106.906,0.036,5873563,,70.104,,65149,0.778,tests performed,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,29-06-2020,193761,262,8961,4,2312.627,3.127,106.954,0.048,,,,,,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,30-06-2020,194259,498,8973,12,2318.571,5.944,107.097,0.143,,,,,,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,01-07-2020,194725,466,8985,12,2324.133,5.562,107.24,0.143,,,,,,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,02-07-2020,195228,503,8994,9,2330.136,6.004,107.348,0.107,,,,,,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,03-07-2020,195674,446,9003,9,2335.459,5.323,107.455,0.107,,,,,,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,04-07-2020,196096,422,9010,7,2340.496,5.037,107.539,0.084,,,,,,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,05-07-2020,196335,239,9012,2,2343.349,2.853,107.562,0.024,,,,,,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,06-07-2020,196554,219,9016,4,2345.963,2.614,107.61,0.048,,,,,,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,07-07-2020,196944,390,9024,8,2350.617,4.655,107.706,0.095,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
DEU,Europe,Germany,08-07-2020,197341,397,9036,12,2355.356,4.738,107.849,0.143,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33
